LotArea,OverallQual,YearRemodAdd,BsmtQual,BsmtFinSF1,TotalBsmtSF,FirststFlrSF,SecondndFlrSF,GrLivArea,GarageCars
11423,8,2002,Gd,1358,1581,1601,0,1601,2
14601,9,2006,Ex,1260,1838,1838,0,1838,3
11000,8,2000,Gd,0,969,997,1288,2285,3
10140,7,1999,Ex,144,1650,1680,0,1680,2
4058,7,1998,Gd,584,723,767,0,767,1
17104,7,2006,Gd,554,654,664,832,1496,2
13837,7,1988,Gd,1002,1204,1377,806,2183,3
8737,6,1950,Gd,300,1065,915,720,1635,2
7244,5,1970,Gd,619,768,768,0,768,2
8235,5,1995,TA,180,825,825,0,825,2
9375,7,2004,Gd,0,912,912,1182,2094,2
4043,6,1977,Gd,559,1069,1069,0,1069,2
6000,5,1957,TA,308,928,928,0,928,1
11146,8,2006,Ex,0,1709,1717,0,1717,3
8777,4,2003,,0,0,1126,0,1126,2
10625,7,2004,Gd,866,998,1006,1040,2046,3
6380,5,1950,TA,0,993,1048,0,1048,1
14850,5,1957,TA,895,1092,1092,0,1092,1
11040,4,1950,TA,637,637,897,439,1336,1
21872,7,1997,Gd,604,729,729,717,1446,2
3196,7,2004,Gd,0,1374,1557,0,1557,2
11341,5,1996,Gd,1302,1392,1392,0,1392,2
10010,5,1975,Gd,1071,1389,1389,0,1389,2
13907,5,1969,TA,290,996,996,0,996,0
21780,6,1950,Gd,0,1163,1163,511,1674,2
13346,7,2000,Gd,728,1095,1166,1129,2295,2
6858,6,1950,Gd,0,806,841,806,1647,1
11198,9,2007,Gd,0,1122,1134,1370,2504,3
10171,7,2004,Gd,2,1517,1535,0,1535,2
12327,8,2009,Gd,1441,1496,1496,636,2132,2
7032,5,1979,Gd,943,943,943,0,943,2
13101,5,1965,TA,231,1728,1728,0,1728,2
7332,6,1959,TA,414,864,864,0,864,1
13159,7,2009,Ex,0,846,846,846,1692,2
9967,7,2000,Gd,0,384,774,656,1430,2
10500,5,2005,TA,349,372,576,533,1109,1
8480,5,1950,TA,442,832,832,384,1216,1
6292,7,1950,TA,0,861,877,600,1477,1
11777,5,1966,TA,328,1164,1320,0,1320,2
3604,7,2007,Gd,0,689,703,689,1392,2
12150,5,1954,TA,0,1050,1050,745,1795,1
14585,6,1987,TA,594,1144,1429,0,1429,2
12704,8,2009,Ex,0,2042,2042,0,2042,3
11841,6,1990,Gd,816,816,816,0,816,0
13500,10,2000,TA,0,1237,1521,1254,2775,2
6120,4,1995,TA,0,884,989,584,1573,1
11443,8,2006,Ex,1460,1868,2028,0,2028,3
10267,6,2000,TA,210,816,838,0,838,1
8740,5,1982,TA,672,840,860,0,860,2
25095,5,2003,TA,1324,1437,1473,0,1473,1
9100,5,1960,TA,0,742,779,0,935,1
8320,7,2004,Gd,490,770,770,812,1582,2
13478,10,2008,Ex,1338,1722,1728,568,2296,3
6600,5,2003,TA,816,816,816,0,816,2
4435,6,2003,Gd,685,848,848,0,848,2
7990,5,1975,Gd,0,924,924,0,924,1
11302,8,2006,Gd,1422,1814,1826,0,1826,3
3600,6,1993,TA,0,684,684,684,1368,1
3922,7,2007,Ex,0,1258,1402,0,1402,3
12984,5,1977,Gd,1283,1430,1647,0,1647,2
1950,6,1980,Gd,81,716,716,840,1556,2
10927,8,2005,Gd,546,1058,1058,846,1904,2
9000,6,1950,TA,0,780,780,595,1375,1
10041,8,1992,Gd,789,908,927,988,1915,2
3182,7,2005,Gd,0,600,600,600,1200,2
12803,7,2002,Gd,922,1494,1494,0,1494,2
13600,7,1990,TA,454,768,1186,800,1986,2
12464,5,1996,Gd,732,1040,1040,0,1040,2
7800,5,2002,TA,603,896,1112,896,2008,1
12168,8,1998,Gd,428,965,1940,1254,3194,2
7943,4,1961,TA,903,1029,1029,0,1029,1
11050,9,2000,Ex,904,1440,1476,677,2153,3
10395,6,1978,Gd,605,1032,1032,0,1032,2
11885,8,2001,Gd,990,1299,1299,573,1872,2
8402,5,2007,Gd,206,1120,1120,0,1120,0
1491,4,1972,Gd,150,630,630,0,630,0
8800,6,1963,TA,763,936,1054,0,1054,2
7861,6,2003,Gd,457,783,807,702,1509,2
7227,6,1954,TA,0,832,832,0,832,2
11694,9,2007,Ex,48,1822,1828,0,1828,3
12244,8,2003,Gd,871,1482,1482,780,2262,3
8248,3,1950,TA,41,864,864,0,864,0
10800,6,1997,TA,956,1522,1548,1066,2614,2
7064,5,1977,TA,560,980,980,0,980,2
2117,6,2000,Gd,420,756,756,756,1512,2
10400,6,1972,TA,247,732,1012,778,1790,2
10000,6,1962,TA,0,1116,1116,0,1116,2
12342,5,1978,TA,0,978,1422,0,1422,1
9600,6,1972,TA,674,1156,1520,0,1520,1
11606,5,1969,Gd,650,1040,1040,1040,2080,2
9020,6,1964,TA,624,1248,1350,0,1350,2
9000,5,1991,Fa,0,636,1089,661,1750,1
4590,8,2006,Gd,24,1554,1554,0,1554,2
11900,7,1977,TA,822,1386,1411,0,1411,2
9250,5,2005,TA,480,1056,1056,0,1056,1
6979,6,1980,TA,1056,1056,1056,0,1056,2
10896,6,1995,TA,256,1440,1440,1440,3395,0
6120,2,1950,TA,0,264,800,0,800,0
6000,5,1954,TA,0,811,811,576,1387,1
8777,5,1950,Fa,0,796,796,0,796,0
3982,8,2006,Gd,1154,1520,1567,0,1567,3
12677,8,2004,Ex,1218,1518,1518,0,1518,2
7050,7,2001,Gd,738,1057,1057,872,1929,2
13860,8,1995,Gd,1410,1952,2000,704,2704,2
10793,5,1969,TA,493,780,780,840,1620,2
9187,9,2009,Ex,1121,1766,1766,0,1766,3
10530,6,1971,TA,282,981,981,0,981,2
7200,5,1950,,0,0,1048,0,1048,2
10452,6,1953,TA,500,1094,1094,0,1094,2
7700,6,1966,TA,0,756,1051,788,1839,2
1936,4,1970,Gd,131,630,630,0,630,0
8125,7,2007,Gd,0,813,822,843,1665,2
9084,4,1950,TA,0,755,755,755,1510,1
8750,7,1996,Gd,0,880,909,807,1716,2
10320,6,1995,TA,0,756,756,713,1469,1
10437,8,1995,Gd,1696,2109,2113,0,2113,3
1680,6,1971,TA,0,525,525,567,1092,1
10007,5,2006,TA,806,1053,1053,0,1053,1
7200,7,2000,Gd,0,776,851,651,1502,1
17503,6,1950,TA,0,912,912,546,1458,1
9937,5,1999,TA,637,1486,1486,0,1486,2
12384,7,1976,Gd,0,793,1142,793,1935,2
46589,8,2005,Gd,1361,1629,1686,762,2448,3
13560,6,1968,Fa,0,1392,1392,0,1392,2
10012,4,1972,Gd,920,1138,1181,0,1181,2
20896,8,2006,Ex,1721,2077,2097,0,2097,3
11194,8,2000,Gd,0,1406,1454,482,1936,2
18450,6,1979,Gd,187,1021,1465,915,2380,2
8125,6,1998,Gd,1138,1408,1679,0,1679,2
14175,5,1987,TA,988,1188,1437,0,1437,2
11600,4,1950,Fa,0,700,1180,0,1180,1
8633,6,2005,Gd,193,738,738,738,1476,2
6629,6,1950,TA,551,672,697,672,1369,1
11250,6,1977,Gd,767,1208,1208,0,1208,2
14442,6,2004,TA,1186,1477,1839,0,1839,2
9200,6,1965,TA,892,1136,1136,0,1136,1
2289,6,1978,TA,311,855,855,586,1441,2
9600,4,1950,TA,0,1095,1095,679,1774,3
9022,5,2006,TA,0,768,792,0,792,1
11844,8,2008,Ex,0,2046,2046,0,2046,3
9945,5,1961,TA,827,988,988,0,988,2
8012,6,1980,Gd,543,923,923,0,923,1
4500,5,2000,TA,182,793,848,672,1520,1
2887,6,1997,Gd,1003,1291,1291,0,1291,2
11248,9,2002,Gd,1059,1626,1668,0,1668,3
16770,7,1998,Gd,0,1195,1195,644,1839,2
5062,7,1984,Gd,828,1190,1190,900,2090,2
10207,7,2007,Gd,0,874,874,887,1761,2
5105,7,2004,Gd,239,551,551,551,1102,2
8089,8,2007,Gd,945,1419,1419,0,1419,2
7577,6,2006,Gd,20,1362,1362,0,1362,2
4426,6,2004,Gd,697,848,848,0,848,2
21535,10,1995,Ex,1455,2444,2444,1872,4316,3
26178,7,1990,Gd,965,1210,1238,1281,2519,2
5400,5,1968,TA,0,1073,1073,0,1073,1
6120,5,1950,TA,0,927,1067,472,1539,2
13811,6,1987,Gd,980,1112,1137,0,1137,2
6000,5,1950,TA,616,616,616,0,616,1
6420,5,1952,Ex,210,980,1148,0,1148,1
8450,5,2009,TA,553,894,894,0,894,1
4282,7,2004,Gd,16,1391,1391,0,1391,2
14331,8,2002,Ex,1274,1800,1800,0,1800,3
9600,7,1969,TA,0,1164,1164,0,1164,2
12438,8,2006,Ex,0,1234,1264,1312,2576,3
7630,5,1996,Gd,0,360,1032,780,1812,2
8400,7,2005,Gd,712,1473,1484,0,1484,2
5600,4,1950,,0,0,372,720,1092,0
115149,7,2002,Gd,1219,1643,1824,0,1824,2
6240,8,2006,Gd,863,1324,1324,0,1324,2
9018,7,2007,Gd,0,728,728,728,1456,2
7162,5,1966,TA,0,876,904,0,904,1
4130,3,2003,TA,0,270,729,0,729,0
8712,4,1950,TA,0,859,859,319,1178,1
4671,8,1989,Gd,767,1228,1228,0,1228,2
9873,4,1970,TA,789,960,960,0,960,2
13517,6,2005,TA,533,725,725,754,1479,2
10140,6,1974,Gd,0,1064,1350,0,1350,2
10800,7,1998,TA,0,718,1576,978,2554,2
10000,5,2000,Gd,1084,1176,1178,0,1178,2
10542,7,1994,Gd,1173,1311,1325,1093,2418,3
9920,5,1969,Gd,523,971,971,0,971,1
6563,8,1985,Gd,1148,1742,1742,0,1742,2
4426,6,2004,Gd,662,848,848,0,848,2
8120,4,1970,TA,191,864,864,0,864,2
8172,4,1972,TA,0,941,997,473,1470,1
13286,9,2008,Ex,1234,1698,1698,0,1698,3
6960,4,1970,TA,375,864,864,0,864,2
21695,6,2007,Gd,808,880,1680,0,1680,2
7314,7,2007,Gd,724,1232,1232,0,1232,2
11475,5,1958,TA,0,1584,1776,0,1776,3
6240,4,1950,TA,152,780,848,0,1208,2
5389,8,1996,Gd,1180,1595,1616,0,1616,2
9590,7,2003,Ex,786,868,1146,0,1146,2
11404,7,1999,Gd,252,1153,1153,878,2031,2
10000,5,1983,TA,594,864,1144,0,1144,1
8978,5,1968,TA,0,948,948,0,948,1
10800,7,1970,Gd,390,880,880,888,1768,2
8544,3,1950,,0,0,1040,0,1040,2
10463,8,2005,Gd,0,893,901,900,1801,3
10800,5,1988,Gd,1200,1200,1200,0,1200,0
9313,7,2004,Gd,0,864,864,864,1728,2
9600,5,2002,Fa,0,264,768,664,1432,2
6768,6,1996,TA,832,912,912,0,912,1
8450,7,2001,Gd,0,1349,1349,0,1349,2
12886,5,1999,Gd,444,520,1464,0,1464,2
5395,8,1993,Gd,733,1337,1337,0,1337,2
8963,8,1996,TA,575,1142,1175,1540,2715,2
8795,7,2000,Gd,300,952,980,1276,2256,2
11700,7,2003,TA,0,1240,1320,1320,2640,4
10593,7,1996,Gd,919,1720,1720,0,1720,2
8405,4,1950,,0,0,1088,441,1529,1
8800,4,2004,TA,0,576,792,348,1140,0
7750,7,2003,Gd,0,660,660,660,1320,2
9236,6,1997,Gd,1200,1479,1494,0,1494,2
10240,8,2005,Gd,0,1030,1038,1060,2098,3
7930,6,2005,TA,439,1026,1026,0,1026,2
3230,6,1999,Gd,381,729,742,729,1471,2
10769,8,2007,Gd,20,866,866,902,1768,2
11616,6,1978,TA,438,672,672,714,1386,2
2280,7,1999,Gd,549,744,757,744,1501,2
12257,8,1995,Gd,56,1318,1328,1203,2531,3
9100,6,1959,TA,612,864,864,0,864,1
6911,5,1950,TA,405,1145,1301,0,1301,2
8640,7,2009,Gd,24,756,764,783,1547,2
9430,8,1999,Gd,1163,1252,1268,1097,2365,3
9549,8,1996,Gd,437,1494,1494,0,1494,2
14587,9,2008,Gd,0,1498,1506,0,1506,2
10421,7,1988,Gd,394,980,980,734,1714,2
12508,6,1985,Gd,660,983,983,767,1750,1
9100,7,2005,Gd,24,1860,1836,0,1836,2
53504,8,2003,Gd,1416,1650,1690,1589,3279,3
7252,5,1982,Gd,685,858,858,0,858,2
8877,4,1951,Fa,836,836,1220,0,1220,2
7819,6,1976,TA,422,1029,1117,0,1117,2
10150,5,1958,TA,456,912,912,0,912,1
14226,8,2006,Gd,0,1935,1973,0,1973,3
4500,6,1998,Ex,866,1204,1204,0,1204,2
11210,7,2006,Gd,20,1614,1614,0,1614,3
13350,5,1974,TA,762,864,894,0,894,2
8400,5,1977,,0,0,2020,0,2020,2
10530,6,1977,Gd,975,975,1004,0,1004,2
7875,7,1996,Gd,0,1237,1253,0,1253,2
7153,6,1992,Gd,387,761,810,793,1603,2
16285,7,2002,Gd,0,1413,1430,0,1430,2
9101,5,1978,Gd,1097,1097,1110,0,1110,2
6300,6,2001,TA,0,742,742,742,1484,0
9790,6,1967,TA,251,1372,1342,0,1342,2
10800,5,1950,Fa,686,686,966,686,1652,1
10142,7,2004,Gd,656,956,956,1128,2084,2
6000,4,2000,TA,0,901,901,0,901,1
12205,6,2007,TA,568,832,976,1111,2087,2
3182,7,2006,Gd,16,1145,1145,0,1145,2
11333,6,1976,Gd,539,1029,1062,0,1062,2
9920,7,1997,Gd,862,1117,1127,886,2013,2
9158,8,2007,Gd,0,1496,1496,0,1496,2
10832,7,1996,Gd,0,712,1086,809,1895,2
8400,6,1981,Gd,0,650,888,676,1564,2
8197,6,1977,TA,0,660,1285,0,1285,2
7677,5,1953,TA,570,773,773,0,773,1
13518,9,2009,Ex,0,1926,1966,1174,3140,3
7200,5,1950,Gd,569,731,981,787,1768,1
12798,6,1997,Gd,462,616,616,1072,1688,2
4800,4,1990,TA,197,1196,1196,0,1196,2
8199,7,2005,Gd,648,728,728,728,1456,2
13891,9,2009,Ex,0,1734,1734,1088,2822,3
9000,5,1954,TA,812,936,1128,0,1128,1
12274,7,2008,Gd,0,1417,1428,0,1428,2
9750,5,1967,TA,400,980,980,0,980,1
21384,5,2004,TA,1309,1324,1072,504,1576,2
13400,5,1966,TA,516,1024,1086,0,1086,2
8100,5,1965,TA,0,849,1075,1063,2138,2
10140,6,1999,TA,663,1040,1309,0,1309,2
4438,6,2004,Gd,662,848,848,0,848,2
8712,5,1952,TA,0,540,1044,0,1044,2
9750,6,1958,TA,608,1442,1442,0,1442,1
8248,5,1950,TA,0,686,686,564,1250,1
12137,7,1998,Gd,0,1649,1661,0,1661,2
11425,5,1954,TA,486,1008,1008,0,1008,1
13265,8,2002,Gd,1218,1568,1689,0,1689,3
8816,6,1971,TA,504,1010,1052,0,1052,2
6371,7,2010,Gd,733,1358,1358,0,1358,2
7226,7,2003,Gd,0,798,798,842,1640,2
6000,4,1953,Fa,0,936,936,0,936,2
12394,7,2003,Gd,0,847,847,886,1733,2
9900,6,1950,TA,0,778,944,545,1489,1
11216,8,2006,Gd,0,1489,1489,0,1489,2
14803,10,2008,Ex,1636,2078,2084,0,2084,3
6130,5,1950,TA,784,784,784,0,784,0
8529,7,2001,Gd,20,1454,1434,0,1434,2
28698,5,1967,TA,249,1013,1160,966,2126,2
2544,7,2005,Gd,0,600,520,623,1223,2
11900,6,1957,TA,1040,1392,1392,0,1392,2
3180,7,2005,Gd,0,600,520,600,1200,2
9548,7,2003,Gd,483,941,941,888,1829,2
10004,6,1964,TA,196,1516,1516,0,1516,2
7875,5,1961,TA,572,1144,1144,0,1144,2
9600,4,1995,Gd,442,1067,1067,0,1067,2
8100,5,1973,TA,338,1559,1559,0,1559,2
1680,6,1973,TA,330,483,483,504,987,1
9525,5,2006,Gd,0,1099,1099,0,1099,1
11767,5,1995,TA,352,768,768,432,1200,1
12155,6,1950,TA,156,672,810,672,1482,1
10440,5,2002,TA,0,650,958,581,1539,2
9020,6,1966,TA,312,1127,1165,0,1165,2
8000,5,1961,TA,0,1800,1800,0,1800,0
12665,5,1950,TA,0,876,876,540,1416,3
16647,5,1981,Gd,1390,1390,1701,0,1701,2
9317,7,1993,Gd,513,740,1006,769,1775,2
15523,5,1972,TA,460,864,864,0,864,1
45600,6,1997,TA,0,907,1307,1051,2358,2
9600,6,1994,TA,0,528,1094,761,1855,2
4435,6,2003,Gd,659,848,848,0,848,2
3196,8,2003,Gd,0,1273,1456,0,1456,2
7128,7,1950,TA,364,918,918,728,1646,1
12095,6,1964,TA,564,1127,1445,0,1445,2
17920,5,1974,TA,306,1763,1779,0,1779,2
6897,5,2010,TA,659,1040,1040,0,1040,1
10970,6,1978,Gd,505,940,1026,0,1026,2
8125,6,1995,Gd,0,702,702,779,1481,2
10400,7,1976,Gd,0,1090,1370,0,1370,2
11029,6,1984,TA,619,1054,1512,1142,2654,2
7642,7,1998,TA,0,912,912,514,1426,1
11625,5,1965,TA,841,1039,1039,0,1039,2
9672,6,1985,Gd,338,1040,1097,0,1097,2
7931,5,1959,TA,1148,1148,1148,0,1148,1
8640,7,2008,Ex,0,1372,1372,0,1372,2
8750,5,1970,TA,828,1002,1002,0,1002,2
10656,8,2007,Gd,0,1638,1646,0,1646,3
6970,4,1961,TA,932,1040,1120,0,1120,2
14762,5,1950,,0,0,1547,720,2320,2
9938,7,1994,Gd,750,1050,1062,887,1949,2
6600,5,1962,TA,0,894,894,0,894,1
8750,6,1998,Gd,505,804,804,878,1682,2
8892,5,1996,TA,0,105,910,0,910,2
12144,5,1950,TA,375,832,1036,0,1268,1
5720,5,1950,TA,0,676,676,455,1131,1
9000,8,2007,Gd,64,1184,1184,1426,2610,2
25286,4,1963,TA,633,1064,1040,0,1040,2
8834,9,2005,Ex,1170,1462,1462,762,2224,3
11782,5,1995,TA,899,1109,1155,0,1155,2
7000,5,2005,TA,646,864,864,0,864,1
7024,5,2006,Ex,980,1090,1090,0,1090,2
13758,7,1991,Gd,902,1156,1187,530,1717,2
9636,6,1993,Gd,0,808,808,785,1593,2
6204,4,1950,TA,0,795,954,795,2230,1
7150,5,1967,TA,432,892,892,0,892,1
5119,9,2000,Ex,1238,1698,1709,0,1709,2
8393,5,2005,TA,528,1626,1712,0,1712,2
16466,5,1955,TA,0,816,872,521,1393,1
15865,8,1970,TA,351,2217,2217,0,2217,2
12160,6,1953,TA,1024,1505,1505,0,1505,2
8064,5,2006,TA,0,672,672,252,924,2
11184,6,1978,TA,226,918,918,765,1683,2
8414,6,2003,TA,663,1059,1068,0,1068,1
13284,5,1954,Gd,1064,1383,1383,0,1383,1
7018,5,1979,,0,0,1535,0,1535,2
7056,6,1963,TA,400,780,983,813,1796,2
8765,4,1950,TA,285,951,951,0,951,1
7018,5,1979,,0,0,1120,1120,2240,2
12919,9,2010,Ex,2188,2330,2364,0,2364,3
6993,5,1994,TA,465,912,1236,0,1236,1
7340,4,1971,TA,322,858,858,0,858,1
8712,5,2000,TA,860,992,1306,0,1306,1
7875,7,2003,Gd,0,783,807,702,1509,2
14859,7,2006,Gd,0,1670,1670,0,1670,3
6173,5,1967,TA,599,876,902,0,902,1
9920,5,1954,TA,354,1056,1063,0,1063,1
13501,8,2006,Gd,63,1623,1636,0,1636,3
11500,7,1987,Gd,223,1017,1020,1037,2057,1
8885,5,1983,Gd,301,864,902,0,902,2
12589,6,2005,Gd,0,742,742,742,1484,2
11600,5,1960,TA,443,1105,1105,1169,2274,2
9286,5,1989,Gd,196,1268,1268,0,1268,1
6120,5,1950,TA,489,768,1015,0,1015,1
6270,5,1950,TA,284,1001,1001,1001,2002,3
3000,6,2009,Gd,294,612,612,612,1224,2
2001,4,1970,TA,0,546,546,546,1092,1
9000,2,1950,TA,50,480,480,0,480,1
17140,4,1956,TA,1059,1134,1229,0,1229,1
13125,7,1991,Ex,48,1104,912,1215,2127,3
11029,6,2002,Gd,528,1184,1414,0,1414,2
8462,6,1994,Gd,814,928,936,785,1721,2
8777,5,2003,TA,1084,1272,1272,928,2200,0
10237,6,2006,Gd,28,1316,1316,0,1316,2
8012,6,1994,Gd,165,1604,1617,0,1617,2
10240,6,1980,Gd,625,1686,1686,0,1686,2
15611,5,1977,Gd,767,1126,1126,0,1126,2
11999,8,2004,Gd,0,1181,1234,1140,2374,3
9900,7,1968,TA,552,832,1098,880,1978,2
11838,8,2001,Gd,0,1753,1788,0,1788,2
13006,7,1997,Gd,0,964,993,1243,2236,2
8925,8,2007,Gd,16,1466,1466,0,1466,3
9100,5,1965,TA,338,925,925,0,925,1
11670,9,2006,Ex,0,1905,1905,0,1905,3
8487,7,2004,Gd,20,1500,1500,0,1500,2
27650,7,2007,Gd,425,585,2069,0,2069,2
5825,4,1953,Fa,0,600,747,0,747,2
10083,7,2003,Gd,833,1176,1200,0,1200,2
9675,7,2005,Gd,341,1113,1113,858,1971,2
8760,7,2006,Gd,464,1391,1391,571,1962,3
24090,7,1950,TA,0,1032,1207,1196,2403,1
12640,6,1976,TA,936,1728,1728,0,1728,2
8755,7,1999,Gd,772,992,1022,1038,2060,2
7711,4,1977,Gd,1440,1440,1440,0,1440,0
25000,5,1967,TA,0,1632,1632,0,1632,2
14375,6,1958,TA,111,819,1344,0,1344,2
8820,5,1996,TA,1088,1088,1188,561,1869,2
8163,5,1959,TA,748,1144,1144,0,1144,1
14536,8,2003,Gd,1300,1616,1629,0,1629,3
14006,7,2002,Gd,0,936,936,840,1776,2
9360,6,2006,TA,982,1161,1381,0,1381,2
7200,5,2002,TA,398,864,864,0,864,2
7800,5,1965,TA,641,828,965,0,965,1
7200,5,2003,Gd,660,768,768,0,768,1
11075,5,1969,TA,562,784,1168,800,1968,2
9400,6,1975,Gd,945,945,980,0,980,0
7136,6,1950,Gd,484,979,979,979,1958,2
1300,6,1980,Gd,285,561,561,668,1229,2
7420,5,1962,TA,417,1057,1057,0,1057,2
8450,7,2003,Gd,699,1337,1337,0,1337,2
2572,7,1999,Gd,604,696,696,720,1416,2
7207,5,2008,TA,696,858,858,0,858,0
12227,6,1995,Gd,896,1330,1542,1330,2872,2
2308,6,1976,Gd,556,804,804,744,1548,2
11923,9,2007,Ex,0,1800,1800,0,1800,2
11316,7,2003,Gd,624,817,824,1070,1894,2
10237,6,2007,Gd,0,783,783,701,1484,2
9600,5,1950,TA,428,728,976,332,1308,1
7390,5,1955,TA,902,1098,1098,0,1098,1
5925,3,1950,TA,0,600,600,368,968,0
10382,6,1958,TA,513,588,1095,0,1095,1
10800,4,1950,TA,0,720,720,472,1192,0
2268,7,2004,Gd,567,764,764,862,1626,2
7892,6,1979,Gd,0,918,918,0,918,1
11639,7,2008,Gd,0,1428,1428,0,1428,2
11414,7,1993,Gd,0,728,1136,883,2019,2
2651,7,2000,Gd,641,673,673,709,1382,2
5900,4,1958,Gd,0,440,869,0,869,0
4274,7,2007,Gd,1106,1241,1241,0,1241,2
9450,4,1954,TA,552,894,894,0,894,2
8816,5,1963,TA,651,1121,1121,0,1121,2
12122,7,2007,TA,867,944,999,0,999,2
12203,8,1999,Gd,854,1225,1276,1336,2612,3
3182,7,2007,Gd,0,1266,1266,0,1266,2
11250,8,2002,Gd,0,1128,1149,1141,2290,2
10125,5,1977,,0,0,1302,432,1734,2
10880,5,1950,TA,1040,1164,1164,0,1164,1
5310,6,2003,TA,0,485,1001,634,1635,1
10159,9,2010,Ex,1646,1930,1940,0,1940,3
12046,6,1976,TA,156,848,1118,912,2030,2
8125,7,2006,Gd,0,770,778,798,1576,2
9452,8,1998,Gd,1074,1396,1407,985,2392,3
17671,8,1986,TA,216,916,916,826,1742,2
9760,6,1993,TA,536,822,1020,831,1851,2
8846,6,2006,Gd,0,750,750,750,1500,2
12456,10,2007,Ex,1172,1700,1718,0,1718,3
4712,4,1950,TA,384,747,774,456,1230,1
10659,5,1961,TA,915,1050,1050,0,1050,1
11717,6,1970,TA,0,1442,1442,0,1442,2
9786,3,1950,TA,0,1007,1077,0,1077,1
6762,7,2006,Gd,686,1187,1208,0,1208,2
10206,3,1952,,0,0,944,0,944,2
5400,5,1950,Fa,0,691,691,0,691,1
11957,8,2006,Gd,24,1574,1574,0,1574,3
11500,5,1976,TA,0,1680,1680,0,1680,2
3182,7,2006,Gd,16,1346,1504,0,1504,2
8385,5,1977,Gd,595,985,985,0,985,1
12155,6,1970,Gd,1237,1657,1657,0,1657,2
2217,4,1970,TA,273,546,546,546,1092,1
12118,7,2005,Ex,0,1710,1710,0,1710,2
6000,5,1950,TA,0,1008,1008,0,1522,0
21286,5,1950,TA,0,720,720,551,1271,1
9825,5,1965,,0,0,1664,0,1664,0
10592,6,1996,TA,0,602,900,602,1502,1
7200,5,2006,TA,247,1022,1022,0,1022,1
11664,6,1950,TA,336,1082,1082,0,1082,1
8400,8,2001,Gd,643,810,810,855,1665,2
11883,7,1996,Gd,690,1504,1504,0,1504,2
5814,8,1984,Gd,1036,1220,1360,0,1360,2
10784,7,1992,Gd,0,384,802,670,1472,2
3013,7,2005,Gd,16,1362,1506,0,1506,2
7024,4,2005,Gd,1024,1132,1132,0,1132,2
7406,7,2006,Gd,684,1199,1220,0,1220,2
9439,5,1950,TA,324,912,912,336,1248,1
3182,7,2006,Gd,16,1346,1504,0,1504,2
15498,8,1976,Gd,1165,1565,2898,0,2898,2
7700,5,1972,TA,138,882,882,0,882,2
9300,5,1960,TA,697,1268,1264,0,1264,2
9520,8,2008,Gd,1513,1638,1646,0,1646,3
9492,5,1950,TA,368,768,968,408,1376,1
1680,6,1972,TA,317,672,672,546,1218,1
7082,5,1995,TA,0,686,948,980,1928,0
15863,7,1970,TA,523,824,1687,998,3082,2
14541,8,1993,Gd,1012,1338,1352,1168,2520,3
8125,7,2002,Gd,986,1654,1654,0,1654,3
6305,5,1950,Fa,0,920,954,0,954,1
11500,4,1957,,0,0,845,0,845,1
12898,9,2008,Ex,1022,1620,1620,0,1620,3
9240,8,2002,Gd,0,1055,1055,1208,2263,2
1533,4,2008,TA,0,546,798,546,1344,0
1477,4,1970,Gd,509,630,630,0,630,1
13125,5,2000,TA,168,1134,1803,0,1803,2
9130,6,2000,TA,400,800,800,832,1632,2
5381,6,2005,Gd,900,1306,1306,0,1306,2
11839,7,1990,Gd,1085,1475,1532,797,2329,2
9600,8,1981,Gd,1104,2524,2524,0,2524,2
13680,3,1955,,0,0,1733,0,1733,2
16056,9,2006,Ex,240,1992,1992,876,2868,3
9245,5,1995,Gd,686,990,990,0,990,2
21750,5,2006,,0,0,1771,0,1771,2
11100,4,2006,,0,0,930,0,930,1
8993,7,2007,Gd,0,1302,1302,0,1302,2
11175,7,2007,Gd,0,1316,1316,0,1316,2
9500,6,1978,TA,442,816,1127,850,1977,2
8562,5,2002,TA,383,1216,1526,0,1526,1
11367,8,2002,Gd,932,1065,1091,898,1989,2
11361,6,1976,Gd,644,1193,1523,0,1523,2
7052,7,2005,Gd,659,1364,1364,0,1364,2
29959,7,1994,Gd,595,973,979,871,1850,2
11308,9,2008,Ex,936,1104,1130,1054,2184,3
11275,6,1950,TA,297,854,1096,895,1991,2
4920,8,2001,Gd,616,1338,1338,0,1338,2
18000,3,1950,TA,0,894,894,0,894,3
13600,5,1950,TA,0,662,1422,915,2337,2
6000,6,1980,TA,397,1103,1103,0,1103,2
11000,5,1966,TA,740,1154,1154,0,1154,2
14000,7,1997,Ex,1201,1306,1306,954,2260,2
7837,6,1994,Gd,0,799,799,772,1571,2
9760,6,1964,TA,674,780,798,813,1611,2
3964,6,1973,Gd,837,942,1291,1230,2521,2
9600,5,2003,TA,220,845,893,0,893,2
10152,5,1956,TA,586,1048,1048,0,1048,1
11700,6,1968,TA,298,727,829,727,1556,2
7585,5,1950,Fa,0,810,1002,454,1456,1
7950,6,1977,TA,535,690,698,728,1426,2
8556,7,2006,Gd,0,1240,1240,0,1240,3
13125,7,1984,TA,410,800,960,780,1740,1
10800,5,1989,Fa,626,796,1096,370,1466,2
15870,5,1969,TA,75,1096,1096,0,1096,1
4435,6,2004,Gd,662,848,848,0,848,2
8775,5,1994,Gd,495,990,990,0,990,1
11040,6,2004,TA,656,1258,1258,0,1258,2
